ranker,player,team,fantasy_pos,age,g,gs,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,fumbles,fumbles_lost,all_td,two_pt_md,two_pt_pass,fantasy_points,fantasy_points_ppr,draftkings_points,fanduel_points,vbd,fantasy_rank_pos,fantasy_rank_overall,player_id
457,Daniel Lasco,NOR,RB,24,7,0,0,0,0,0,0,11,32,2.91,0,4,2,11,5.50,0,0,0,0,,,4,6.3,6.3,5.3,,130,,LascDa00
458,Bradley Marquez,LAR,WR,24,14,0,0,0,0,0,0,1,2,2.00,0,7,3,37,12.33,0,0,0,0,,,4,6.9,6.9,5.4,,183,,MarqBr00
459,Dexter McCluster,SDG,WR,27,6,0,0,0,0,0,0,3,2,0.67,0,11,7,36,5.14,0,0,0,0,,,4,10.8,10.8,7.3,,184,,McClDe00
460,Justin Perillo,GNB,TE,25,9,1,0,0,0,0,0,0,0,,0,5,4,35,8.75,0,0,0,0,,,4,7.5,7.5,5.5,,86,,PeriJu00
461,Brandon Williams,SEA,TE,29,16,1,0,0,0,0,0,0,0,,0,3,2,36,18.00,0,0,0,0,,,4,5.6,5.6,4.6,,85,,WillBr04
462,D.J. Foster,NWE,WR,23,3,0,0,0,0,0,0,7,24,3.43,0,2,1,2,2.00,0,0,0,0,,,3,3.6,3.6,3.1,,186,,FostD.01
463,Don Jackson,GNB,RB,23,3,1,0,0,0,0,0,10,32,3.20,0,1,0,0,,0,0,0,0,,,3,3.2,3.2,3.2,,133,,JackDo01
464,Malcolm Johnson,CLE,RB,24,7,1,0,0,0,0,0,1,2,2.00,0,7,5,44,8.80,0,1,1,0,,,3,7.6,8.6,5.1,,136,,JohnMa06
465,Sean McGrath,SDG,TE,29,16,5,0,0,0,0,0,0,0,,0,2,2,25,12.50,0,0,0,0,,,3,4.5,4.5,3.5,,89,,McGrSe00
466,Niles Paul,WAS,WR,27,8,1,0,0,0,0,0,0,0,,0,2,2,27,13.50,0,0,0,0,,,3,4.7,4.7,3.7,,185,,PaulNi00
467,Isaiah Pead,MIA,RB,27,3,0,0,0,0,0,0,8,22,2.75,0,1,1,6,6.00,0,0,0,0,,,3,3.8,3.8,3.3,,134,,PeadIs00
468,Keith Smith,DAL,FB,24,16,1,0,0,0,0,0,2,5,2.50,0,4,3,20,6.67,0,0,0,0,,,3,5.5,5.5,4.0,,137,,SmitKe03
469,Lee Smith,OAK,TE,29,4,4,0,0,0,0,0,0,0,,0,6,6,29,4.83,0,0,0,0,,,3,8.9,8.9,5.9,,88,,SmitLe00
470,Nick Vannett,SEA,TE,23,9,2,0,0,0,0,0,0,0,,0,4,3,32,10.67,0,0,0,0,,,3,6.2,6.2,4.7,,87,,VannNi00
471,Danny Vitale,CLE,FB,23,9,3,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,0,0,0,,,3,6.7,6.7,4.7,,135,,VitaDa00
472,Antonio Andrews,TEN,RB,24,16,0,0,0,0,0,0,2,15,7.50,0,0,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,140,,AndrAn00
473,Brenton Bersin,CAR,WR,26,10,0,0,0,0,0,0,0,0,,0,6,2,17,8.50,0,0,0,0,,,2,3.7,3.7,2.7,,193,,BersBr00
474,Brandon Bolden,NWE,RB,26,14,0,0,0,0,0,0,1,4,4.00,0,4,2,15,7.50,0,0,0,0,,,2,3.9,3.9,2.9,,138,,BoldBr00
475,Damiere Byrd,CAR,WR,23,1,0,0,0,0,0,0,0,0,,0,1,1,16,16.00,0,0,0,0,,,2,2.6,2.6,2.1,,196,,ByrdDa00
476,James Develin,NWE,TE,28,16,4,0,0,0,0,0,0,0,,0,6,3,18,6.00,0,0,0,0,,,2,4.8,4.8,3.3,,92,,DeveJa00
477,Jalston Fowler,TEN,RB,26,16,6,0,0,0,0,0,1,3,3.00,0,2,1,14,14.00,0,0,0,0,,,2,2.7,2.7,2.2,,139,,FowlJa00
478,Clay Harbor,2TM,TE,29,15,2,0,0,0,0,0,0,0,,0,3,3,19,6.33,0,0,0,0,,,2,4.9,4.9,3.4,,91,,HarbCl00
479,Percy Harvin,BUF,WR,28,2,1,0,0,0,0,0,1,11,11.00,0,4,2,6,3.00,0,0,0,0,,,2,3.7,3.7,2.7,,194,,HarvPe00
480,Cardale Jones,BUF,QB,24,1,0,6,11,96,0,1,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,2,1.7,2.7,2.7,,60,,JoneCa01
481,Zach Line,MIN,RB,26,15,4,0,0,0,0,0,7,15,2.14,0,3,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,141,,LineZa01
482,Marc Mariani,TEN,WR,29,16,0,0,0,0,0,0,1,15,15.00,0,0,0,0,,0,1,0,0,,,2,1.5,1.5,1.5,,197,,MariMa00
483,Matt McGloin,OAK,QB,27,3,1,8,15,50,0,0,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,2,1.7,1.7,1.7,,61,,McGlMa01
484,J.D. McKissic,SEA,WR,23,1,0,0,0,0,0,0,1,2,2.00,0,2,2,16,8.00,0,0,0,0,,,2,3.8,3.8,2.8,,192,,McKiJ.00
485,Logan Paulsen,CHI,TE,29,16,12,0,0,0,0,0,0,0,,0,10,3,15,5.00,0,0,0,0,,,2,4.5,4.5,3.0,,94,,PaulLo00
486,Cedric Peerman,CIN,RB,30,6,0,0,0,0,0,0,6,15,2.50,0,1,0,0,,0,0,0,0,,,2,1.5,1.5,1.5,,142,,PeerCe00
487,Jay Prosch,HOU,RB,24,15,1,0,0,0,0,0,4,9,2.25,0,1,1,6,6.00,0,0,0,0,,,2,2.5,2.5,2.0,,143,,ProsJa00
488,DeAndre Smelter,SFO,WR,25,2,0,0,0,0,0,0,0,0,,0,1,1,23,23.00,0,0,0,0,,,2,3.3,3.3,2.8,,188,,SmelDe00
489,Devin Smith,NYJ,WR,24,4,0,0,0,0,0,0,0,0,,0,3,1,20,20.00,0,0,0,0,,,2,3.0,3.0,2.5,,190,,SmitDe04
490,Luke Stocker,TAM,TE,28,12,10,0,0,0,0,0,0,0,,0,8,5,23,4.60,0,0,0,0,,,2,7.3,7.3,4.8,,90,,StocLu00
491,Devin Street,IND,WR,25,5,0,0,0,0,0,0,0,0,,0,6,1,20,20.00,0,0,0,0,,,2,3.0,3.0,2.5,,191,,StreDe00
492,Mike Thomas,LAR,WR,22,15,0,0,0,0,0,0,0,0,,0,9,3,37,12.33,0,1,1,0,,,2,4.7,5.7,3.2,,195,,ThomMi04
493,Laquon Treadwell,MIN,WR,21,9,1,0,0,0,0,0,0,0,,0,3,1,15,15.00,0,0,0,0,,,2,2.5,2.5,2.0,,198,,TreaLa00
494,Griff Whalen,SDG,WR,26,8,0,0,0,0,0,0,0,0,,0,4,2,22,11.00,0,0,0,0,,,2,4.2,4.2,3.2,,189,,WhalGr00
495,Cole Wick,DET,TE,23,6,0,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,0,0,0,,,2,3.8,3.8,2.8,,93,,WickCo00
496,Shane Wynn,JAX,WR,24,5,0,0,0,0,0,0,2,5,2.50,0,3,1,19,19.00,0,0,0,0,,,2,3.4,3.4,2.9,,187,,WynnSh00
497,Jared Abbrederis,GNB,WR,26,5,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,202,,AbbrJa00
498,Joe Banyard,JAX,RB,28,1,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,150,,BanyJo00
499,Jeremy Butler,SDG,WR,25,4,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,0,0,0,,,1,3.1,3.1,2.1,,200,,ButlJe01
500,Derek Carrier,WAS,TE,26,8,0,0,0,0,0,0,0,0,,0,2,2,10,5.00,0,0,0,0,,,1,3.0,3.0,2.0,,101,,CarrDe00
501,Gerald Christian,BUF,TE,25,3,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,0,0,,,1,2.4,2.4,1.9,,95,,ChriGe00
502,Chase Daniel,PHI,QB,30,1,0,1,1,16,0,0,0,0,,0,0,0,0,,0,0,0,0,,,1,0.6,0.6,0.6,,63,,DaniCh00
503,Alex Ellis,JAX,TE,23,6,3,0,0,0,0,0,0,0,,0,4,3,11,3.67,0,0,0,0,,,1,4.1,4.1,2.6,,100,,ElliAl01
504,David Fales,CHI,QB,26,1,0,2,5,22,0,0,1,0,0.00,0,0,0,0,,0,1,0,0,,,1,0.9,0.9,0.9,,62,,FaleDa00
505,George Farmer,SEA,WR,23,2,0,0,0,0,0,0,1,1,1.00,0,3,1,4,4.00,0,0,0,0,,,1,1.5,1.5,1.0,,205,,FarmGe02
506,Rashad Greene,JAX,WR,24,8,0,0,0,0,0,0,0,0,,0,8,5,32,6.40,0,4,1,0,,,1,6.2,7.2,3.7,,199,,GreeRa00
507,Je'Ron Hamm,SFO,TE,24,5,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,96,,HammJe01
508,Ryan Hewitt,CIN,TE,25,16,11,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,97,,HewiRy00
509,Bronson Hill,JAX,RB,23,3,0,0,0,0,0,0,2,11,5.50,0,1,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,146,,HillBr01
510,Henry Krieger-Coble,DEN,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,0,0,0,,,1,2.3,2.3,1.8,,98,,KrieHe00
511,Paul Lasike,CHI,RB,26,10,3,0,0,0,0,0,3,8,2.67,0,1,1,3,3.00,0,0,0,0,,,1,2.1,2.1,1.6,,147,,LasiPa00
512,Terrence Magee,SEA,RB,23,2,0,0,0,0,0,0,3,12,4.00,0,0,0,0,,0,0,0,0,,,1,1.2,1.2,1.2,,144,,MageTe00
513,Chris Manhertz,2TM,TE,24,7,2,0,0,0,0,0,0,0,,0,1,1,10,10.00,0,0,0,0,,,1,2.0,2.0,1.5,,102,,ManhCh00
514,Paul McRoberts,LAR,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,0,,,1,1.6,1.6,1.1,,204,,McRoPa00
515,Raheem Mostert,2TM,RB,24,3,0,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,0,0,0,,,1,0.6,0.6,0.6,,153,,MostRa00
516,Matthew Mulligan,DET,TE,31,8,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,103,,MullMa00
517,Roosevelt Nix,PIT,RB,24,10,2,0,0,0,0,0,0,0,,0,2,2,5,2.50,0,0,0,0,,,1,2.5,2.5,1.5,,154,,NixxRo01
518,MyCole Pruitt,2TM,TE,24,4,0,0,0,0,0,0,0,0,,0,2,2,13,6.50,0,0,0,0,,,1,3.3,3.3,2.3,,99,,PruiMy00
519,Daryl Richardson,PIT,RB,26,3,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,151,,RichDa00
520,Stevan Ridley,ATL,RB,27,1,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,0,0,0,,,1,0.7,0.7,0.7,,152,,RidlSt00
521,Rashad Ross,WAS,WR,26,5,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,0,,,1,1.8,1.8,1.3,,203,,RossRa00
522,Anthony Sherman,KAN,RB,28,16,3,0,0,0,0,0,0,0,,0,6,4,11,2.75,0,0,0,0,,,1,5.1,5.1,3.1,,148,,SherAn00
523,Lorenzo Taliaferro,BAL,RB,25,3,0,0,0,0,0,0,1,0,0.00,0,3,3,10,3.33,0,0,0,0,,,1,4.0,4.0,2.5,,149,,TaliLo00
524,Stepfan Taylor,ARI,RB,25,15,0,0,0,0,0,0,4,12,3.00,0,0,0,0,,0,0,0,0,,,1,1.2,1.2,1.2,,145,,TaylSt00
525,Tony Washington,JAX,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,0,0,,,1,1.9,1.9,1.4,,201,,WashTo00
526,Mario Alford,CLE,WR,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,207,,AlfoMa00
527,Joique Bell,2TM,RB,30,7,0,0,0,0,0,0,3,6,2.00,0,1,1,-2,-2.00,0,0,0,0,,,,1.4,1.4,0.9,,155,,BellJo01
528,Braedon Bowman,NYJ,TE,22,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,,,,,,106,,BowmBr00
529,Daniel Braverman,CHI,WR,23,3,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,0,0,,,,,,,,208,,BravDa00
530,Brandon Burks,NYJ,RB,23,1,0,0,0,0,0,0,2,-4,-2.00,0,0,0,0,,0,0,0,0,,,,-0.4,-0.4,-0.4,,167,,BurkBr00
531,Isaiah Burse,SDG,WR,25,9,1,0,0,0,0,0,0,0,,0,4,0,0,,0,0,0,0,,,,,,,,209,,BursIs01
532,Michael Burton,DET,TE,24,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,,,,,,107,,BurtMi00
533,Orson Charles,DET,TE,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,108,,CharOr00
534,Kellen Clemens,SDG,QB,33,12,0,0,1,0,0,0,2,-1,-0.50,0,0,0,0,,0,0,0,0,,,,-0.1,-0.1,-0.1,,68,,ClemKe00
535,Asante Cleveland,SDG,TE,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,109,,ClevAs00
536,Chase Coffman,IND,TE,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,110,,CoffCh00
537,Geremy Davis,SDG,WR,24,3,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,,,,,210,,DaviGe00
538,Kellen Davis,NYJ,TE,31,8,7,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,,,,,111,,DaviKe01
539,Jim Dray,2TM,TE,30,6,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,112,,DrayJi00
540,Thomas Duarte,MIA,TE,21,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,113,,DuarTh00
541,Donteea Dye,TAM,WR,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,211,,DyexDo00
542,Isaac Fruechte,MIN,WR,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,,,,,,212,,FrueIs00
543,Dillon Gordon,PHI,TE,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,114,,GordDi01
544,Aaron Green,LAR,RB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,161,,GreeAa01
545,Glenn Gronkowski,BUF,RB,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,162,,GronGl01
546,Russell Hansbrough,TAM,RB,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,163,,HansRu00
547,Cory Harkey,LAR,RB,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,164,,HarkCo00
548,Temarrick Hemingway,LAR,TE,23,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,115,,HemiTe00
549,Chad Henne,JAX,QB,31,1,0,0,0,0,0,0,1,-2,-2.00,0,0,0,0,,0,0,0,0,,,,-0.2,-0.2,-0.2,,69,,HennCh01
550,Austin Johnson,TAM,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,165,,JohnAu00
551,Joe Kerridge,GNB,RB,24,8,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,0,0,,,,,,,,166,,KerrJo00
552,Jake Lampman,NOR,WR,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,213,,LampJa00
553,Khari Lee,DET,TE,24,8,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,,,,,,116,,LeexKh00
554,Dezmin Lewis,BUF,WR,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,,,,,,214,,LewiDe02
555,Vince Mayle,DAL,WR,25,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,215,,MaylVi00
556,Tre McBride,TEN,WR,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,216,,McBrTr00
557,A.J. McCarron,CIN,QB,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,66,,McCaA.00
558,David Morgan,MIN,TE,23,12,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,104,,MorgDa01
559,Marcus Murphy,NOR,RB,25,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,158,,MurpMa03
560,Troy Niklas,ARI,TE,24,3,2,0,0,0,0,0,0,0,,0,2,1,0,0.00,0,0,0,0,,,,1.0,1.0,0.5,,117,,NiklTr00
561,James O'Shaughnessy,KAN,TE,24,16,3,0,0,0,0,0,0,0,,0,3,2,-1,-0.50,0,0,0,0,,,,1.9,1.9,0.9,,124,,O'ShJa00
562,Ryan O'Malley,OAK,TE,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,118,,OMalRy00
563,Jordan Payton,CLE,WR,23,4,0,0,0,0,0,0,0,0,,0,3,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,206,,PaytJo00
564,Riley Reiff,DET,TE,28,14,14,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,119,,ReifRi00
565,Chase Reynolds,LAR,RB,29,16,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,156,,ReynCh00
566,Demarcus Robinson,KAN,WR,22,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,217,,RobiDe01
567,Khiry Robinson,NYJ,RB,27,1,0,0,0,0,0,0,8,22,2.75,0,0,0,0,,0,1,1,0,,,,0.2,1.2,0.2,,159,,RobiKh00
568,Mark Sanchez,DAL,QB,30,2,0,10,18,93,0,2,4,-2,-0.50,0,0,0,0,,0,0,0,0,,,,-0.5,1.5,1.5,,70,,SancMa00
569,Matt Schaub,ATL,QB,35,4,0,1,3,16,0,0,2,-2,-1.00,0,0,0,0,,0,0,0,0,,,,0.4,0.4,0.4,,64,,SchaMa00
570,Rashawn Scott,MIA,WR,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,218,,ScotRa01
571,Scott Simonson,CAR,TE,24,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,120,,SimoSc00
572,Rod Smith,DAL,RB,24,7,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,0,,,,1.4,1.4,0.9,,157,,SmitRo06
573,Tevaun Smith,IND,WR,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,219,,SmitTe03
574,Randall Telfer,CLE,TE,24,14,5,0,0,0,0,0,0,0,,0,7,2,4,2.00,0,0,0,0,,,,2.4,2.4,1.4,,105,,TelfRa00
575,Eric Tomlinson,NYJ,TE,24,7,5,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,121,,TomlEr01
576,Will Tukuafu,SEA,FB,32,7,1,0,0,0,0,0,2,2,1.00,0,1,0,0,,0,0,0,0,,,,0.2,0.2,0.2,,160,,TukuWi00
577,Hakeem Valles,ARI,TE,24,11,1,0,0,0,0,0,0,0,,0,2,0,0,,0,,0,0,,,,,,,,122,,VallHa00
578,Herb Waters,GNB,WR,24,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,220,,WateHe00
579,Joe Webb,CAR,QB,30,14,0,0,0,0,0,0,0,0,,0,3,1,3,3.00,0,0,0,0,,,,1.3,1.3,0.8,,65,,WebbJo00
580,Eric Weems,ATL,WR,31,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,221,,WeemEr00
581,Kasen Williams,SEA,WR,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,0,,,,,,,,222,,WillKa02
582,Maxx Williams,BAL,TE,22,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,0,,,,,,,,123,,WillMa04
583,T.J. Yates,MIA,QB,29,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,67,,YateT.00
584,Bralon Addison,CHI,WR,23,2,0,0,0,0,0,0,1,4,4.00,0,1,1,11,11.00,0,1,1,0,,,-1,0.5,1.5,,,223,,AddiBr01
585,Sean Mannion,LAR,QB,24,1,0,3,6,19,0,1,1,-1,-1.00,0,0,0,0,,0,1,0,0,,,-1,-1.3,-0.3,-0.3,,71,,MannSe00
586,Tyler Ervin,HOU,RB,23,12,0,0,0,0,0,0,1,3,3.00,0,5,3,18,6.00,0,3,2,0,,,-2,1.1,3.1,-0.4,,168,,ErviTy00
587,Brett Hundley,GNB,QB,23,4,0,2,10,17,0,1,3,-2,-0.67,0,0,0,0,,0,1,0,0,,,-2,-1.5,-0.5,-0.5,,72,,HundBr00
588,Ryan Mallett,BAL,QB,28,4,0,3,6,26,0,1,5,-6,-1.20,0,0,0,0,,0,0,0,0,,,-2,-1.6,-0.6,-0.6,,73,,MallRy00
589,Keshawn Martin,SFO,WR,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,225,,MartKe01
590,Kalif Raymond,DEN,WR,22,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,226,,RaymKa00
591,Matthew Slater*+,NWE,WR,31,13,0,0,0,0,0,0,1,5,5.00,0,1,0,0,,0,2,1,0,,,-2,-1.5,-0.5,-1.5,,224,,SlatMa00
