"Rank","Player","Team","Bye","POS","Yahoo","Sleeper","RTSports","AVG"
"105","Dante Pettis","CHI","6","WR42","124","","","108.7"
"106","LeSean McCoy","","","RB40","123","","","109.0"
"107","Kareem Hunt","","","RB41","125","","","111.3"
"108","Greg Zuerlein","NYJ","4","K1","73","","","111.7"
"109","Jameis Winston","CLE","7","QB13","120","","","113.0"
"110","Jacksonville Jaguars","DST","10","DST3","76","","","114.3"
"111","Delanie Walker ","","","TE11","118","","","118.0"
"112","Tom Brady","","","QB14","106","","","119.0"
"113","Ben Roethlisberger ","","","QB15","114","","","119.0"
"114","Marquez Valdes-Scantling","BUF","6","WR43","151","","","120.7"
"115","Justin Tucker","BAL","8","K2","86","","","121.7"
"116","Tony Pollard","TEN","11","RB42","126","","","122.0"
"117","Courtland Sutton","DEN","10","WR44","150","","","122.3"
"118","James Washington","","","WR45","149","","","122.3"
"119","Austin Hooper","NE","10","TE12","108","","","124.3"
"120","Darrell Henderson Jr.","","","RB43","","","","88.5"
"121","Philip Rivers","","","QB16","127","","","127.3"
"122","Adrian Peterson","","","RB44","143","","","127.7"
"123","Justin Jackson","","","RB45","174","","","128.0"
"124","Dak Prescott","DAL","8","QB17","122","","","128.3"
"125","Harrison Butker","KC","12","K3","87","","","129.7"
"126","Michael Gallup","LV","","WR46","139","","","130.7"
"127","DeSean Jackson ","","","WR47","144","","","130.7"
"128","Geronimo Allison","","","WR48","185","","","131.7"
"129","Golden Tate","","","WR49","148","","","133.3"
"130","Minnesota Vikings","DST","12","DST4","89","","","134.3"
"131","Mark Andrews","BAL","8","TE13","131","","","140.0"
"132","Donte Moncrief","","","WR50","163","","","142.3"
"133","Stephen Gostkowski ","","","K4","94","","","143.3"
"134","Jaylen Samuels","","","RB46","179","","","145.3"
"135","Tyrell Williams","","","WR51","180","","","146.0"
"136","DK Metcalf","SEA","11","WR52","165","","","146.0"
"137","Baltimore Ravens","DST","8","DST5","92","","","121.5"
"138","Anthony Miller","","","WR53","","","","122.0"
"139","Peyton Barber","","","RB47","190","","","147.7"
"140","Kalen Ballage ","","","RB48","193","","","148.0"
"141","Damien Harris","","","RB49","175","","","148.0"
"142","Cleveland Browns","DST","7","DST6","107","","","154.3"
"143","Justice Hill","BAL","8","RB50","178","","","149.3"
"144","Mecole Hardman Jr.","KC","12","WR54","159","","","149.3"
"145","Greg Olsen","","","TE14","152","","","150.3"
"146","Mitchell Trubisky","BUF","6","QB18","153","","","150.3"
"147","Dion Lewis","","","RB51","","","","127.0"
"148","Kirk Cousins","ATL","9","QB19","177","","","152.7"
"149","N'Keal Harry","MIN","12","WR55","145","","","130.5"
"150","Carlos Hyde","","","RB52","157","","","154.0"
"151","New England Patriots","DST","10","DST7","128","","","154.3"
"152","Houston Texans","DST","10","DST8","133","","","154.7"
"153","Ka'imi Fairbairn","HOU","10","K5","112","","","156.3"
"154","Wil Lutz","DEN","10","K6","110","","","136.5"
"155","Ronald Jones","II","","RB53","197","","","158.7"
"156","Keke Coutee","","","WR56","141","","","140.0"
"157","Trey Burton ","","","TE15","176","","","161.0"
"158","T.J. Hockenson","MIN","12 ","TE16","198","","","161.7"
"159","Alexander Mattison","LV","","RB54","","","","144.0"
"160","John Brown","","","WR57","","","","145.0"
"161","Deebo Samuel Sr.","SF","4","WR58","171","","","163.7"
"162","Jamison Crowder","WAS","10","WR59","","","","146.5"
"163","Devin Funchess ","","","WR60","170","","","149.0"
"164","Kyle Rudolph","","","TE17","132","","","149.0"
"165","Nyheim Hines","CLE","7","RB55","169","","","149.5"
"166","Matthew Stafford","LAR","9 ","QB20","137","","","169.0"
"167","Ito Smith ","","","RB56","","","","154.5"
"168","Denver Broncos","DST","10","DST9","","","","156.0"
"169","Jimmy Graham","","","TE18","181","","","170.7"
"170","Darwin Thompson","","","RB57","154","","","157.5"
"171","Jason Witten","","","TE19","117","","","188.5"
"172","Josh Allen","BUF","6","QB21","","","","160.0"
"173","Jimmy Garoppolo","LAR","9","QB22","","","","161.5"
"174","Randall Cobb","","","WR61","140","","","163.5"
"175","Nick Foles","","","QB23","130","","","171.5"
"176","Derek Carr","NO","9","QB24","136","","","165.5"
"177","Jordan Reed","","","TE20","","","","165.5"
"178","Parris Campbell","PHI","10 ","WR62","173","","","166.0"
"179","Tre'Quan Smith","DET","5","WR63","166","","","168.0"
"180","Rex Burkhead","","","RB58","138","","","217.5"
"181","Adam Humphries","","","WR64","160","","","169.0"
"182","Sam Darnold","MIN","12","QB25","183","","","179.0"
"183","Ted Ginn Jr.","","","WR65","142","","","217.0"
"184","Marquise Goodwin","","","WR66","192","","","188.3"
"185","Jacoby Brissett","NE","10","QB26","146","","","228.0"
"186","Dallas Cowboys","DST","8","DST10","","","","175.0"
"187","Hollywood Brown","KC","12","WR67","186","","","174.0"
"188","Carolina Panthers","DST","7","DST11","155","","","229.5"
"189","Dare Ogunbowale","HOU","10","RB59","","","","177.5"
"190","Malcolm Brown","","","RB60","","","","202.5"
"191","Green Bay Packers","DST","11","DST12","156","","","207.0"
"192","Los Angeles Chargers","DST","12","DST13","","","","157.0"
"193","C.J. Anderson","","","RB61","172","","","178.0"
"194","Atlanta Falcons","DST","9","DST14","158","","","227.0"
"195","Demaryius Thomas","","","WR68","161","","","197.0"
"196","Robbie Gould","","","K7","162","","","203.5"
"197","Kenny Stills","","","WR69","189","","","181.5"
"198","Tyler Eifert","","","TE21","164","","","214.0"
"199","Mason Crosby","","","K8","167","","","200.5"
"200","Philadelphia Eagles","DST","10","DST15","","","","212.0"
"201","D'Onta Foreman","CLE","7","RB62","168","","","316.5"
"202","Seattle Seahawks","DST","11","DST16","","","","206.0"
"203","Buffalo Bills","DST","6","DST17","","","","194.5"
"204","Mohamed Sanu Sr.","","","WR70","191","","","185.0"
"205","Darren Waller","","","TE22","","","","192.0"
"206","DaeSean Hamilton","","","WR71","","","","173.0"
"207","Chris Herndon IV ","","","TE23","","","","175.0"
"208","New Orleans Saints","DST","9","DST18","188","","","187.0"
"209","Michael Badgley","DET","5","K9","","","","200.0"
"210","A.J. Brown","PHI","10","WR72","","","","176.0"
"211","J.J. Arcega-Whiteside","","","WR73","","","","177.0"
"212","Noah Fant","SEA","11","TE24","196","","","188.0"
"213","Nelson Agholor","BAL","8","WR74","182","","","194.0"
"214","Ty Montgomery","II","","RB63","184","","","219.0"
"215","Zay Jones","ARI","12","WR75","","","","185.0"
"216","Adam Vinatieri ","","","K10","187","","","219.0"
"217","Mike Davis","","","RB64","194","","","193.5"
"218","Kelvin Harmon","","","WR76","","","","189.0"
"219","Jamaal Williams","NO","9","RB65","","","","190.0"
"220","DeVante Parker","","","WR77","199","","","195.0"
"221","Chris Thompson","","","RB66","","","","192.0"
"222","Jalen Richard","","","RB67","","","","194.0"
"223","Detroit Lions","DST","5","DST19","195","","","250.0"
"224","Antonio Callaway ","","","WR78","","","","196.0"
"225","Robert Foster","","","WR79","","","","198.0"
"226","Marcus Mariota","WAS","10","QB27","","","","200.0"
"227","Dallas Goedert","PHI","10","TE25","","","","201.0"
"228","Jack Doyle","","","TE26","","","","202.0"
"229","T.J. Yeldon","","","RB68","","","","204.0"
"230","Ryquell Armstead","","","RB69","","","","205.0"
"231","Andy Isabella","BUF","6","WR80","","","","207.0"
"232","Chase Edmonds","TB","7","RB70","","","","208.0"
"233","Giovani Bernard","","","RB71","","","","209.0"
"234","Darrel Williams ","","","RB72","","","","210.0"
"235","Kansas City Chiefs","DST","12","DST20","","","","211.0"
"236","Albert Wilson","","","WR81","","","","214.0"
"237","Brian Hill","","","RB73","","","","216.0"
"238","Quincy Enunwa ","","","WR82","","","","217.0"
"239","Preston Williams ","","","WR83","","","","218.0"
"240","Jalen Hurd","","","WR84","","","","220.0"
"241","Gus Edwards","LAC","12","RB74","","","","221.0"
"242","Pittsburgh Steelers","DST","7","DST21","","","","223.0"
"243","Dontrell Hilliard","","","RB75","","","","224.0"
"244","Dwayne Haskins","","","QB28","","","","226.0"
"245","Darius Jackson","","","RB76","","","","227.0"
"246","Devine Ozigbo","","","RB77","","","","228.0"
"247","Trayveon Williams","CIN","9","RB78","","","","229.0"
"248","Marqise","Lee","","WR85","","","","230.0"
"249","Jakobi Meyers","LV","","WR86","","","","231.0"
"250","Alfred Morris","","","RB79","","","","232.0"
"251","Giorgio Tavecchio","","","K11","","","","235.0"
"252","Jake Elliott","PHI","10","K12","","","","236.0"
"253","Mike Gesicki","CIN","9","TE27","","","","237.0"
"254","Irv Smith Jr.","KC","12","TE28","","","","238.0"
"255","Damon Sheehy-Guiseppi","","","WR87","","","","239.0"
"256","Trey Quinn ","","","WR88","","","","240.0"
"257","Arizona Cardinals","DST","12","DST22","","","","241.0"
"258","Matt LaCosse","","","TE29","","","","242.0"
"259","Austin Seibert","NYJ","4","K13","","","","244.0"
"260","Dexter Williams","","","RB80","","","","246.0"
"261","Cole Beasley","","","WR89","","","","247.0"
"262","Miles Boykin","NYG","11","WR90","","","","248.0"
"263","Maurice Harris","","","WR91","","","","250.0"
"264","San Francisco 49ers","DST","4","DST23","","","","253.0"
"265","Qadree Ollison","","","RB81","","","","255.0"
"266","Demarcus Robinson","LAR","9","WR92","","","","257.0"
"267","Riley Ridley","","","WR93","","","","259.0"
"268","Frank Gore","","","RB82","","","","261.0"
"269","Jay Ajayi","","","RB83","","","","262.0"
"270","Matt Prater","ARI","12","K14","","","","263.0"
"271","Willie Snead","IV","","WR94","","","","265.0"
"272","Brett Maher","","","K15","","","","266.0"
"273","Josh Reynolds","DEN","10","WR95","","","","267.0"
"274","David Moore","CAR","7","WR96","","","","268.0"
"275","Ian Thomas","CAR","7","TE30","","","","269.0"
"276","Tennessee Titans","DST","11","DST24","","","","270.0"
"277","Theo Riddick","","","RB84","","","","271.0"
"278","Bruce Anderson","III","","RB85","","","","272.0"
"279","KeeSean Johnson","","","WR97","","","","273.0"
"280","Benny Snell Jr.","","","RB86","","","","274.0"
"281","Taylor Gabriel","","","WR98","","","","275.0"
"282","Dez Bryant","","","WR99","","","","276.0"
"283","Jason Myers","SEA","11","K16","","","","277.0"
"284","Gerald Everett","CHI","6","TE31","","","","278.0"
"285","Chris Boswell","PIT","7","K17","","","","279.0"
"286","Indianapolis Colts","DST","6","DST25","","","","280.0"
"287","Diontae Johnson","CAR","7","WR100","","","","281.0"
"288","Eddy Pineiro","CAR","7","K18","","","","282.0"
"289","Paul Richardson Jr. ","","","WR101","","","","283.0"
"290","Matt Gay","IND","6","K19","","","","284.0"
"291","DJ Chark Jr.","LAC","12","WR102","","","","285.0"
"292","John Ross","PHI","10","WR103","","","","286.0"
"293","Josh Doctson","","","WR104","","","","287.0"
"294","Andy Dalton","CAR","7","QB29","","","","288.0"
"295","Rashard Higgins","","","WR105","","","","289.0"
"296","Hunter Renfrow","","","WR106","","","","290.0"
"297","Myles Gaskin","MIN","12","RB87","","","","291.0"
"298","Dan Bailey","","","K20","","","","293.0"
"299","Travis Benjamin","","","WR107","","","","294.0"
"300","Aldrick Rosas","","","K21","","","","295.0"
"301","Washington Commanders","DST","10","DST26","","","","298.0"
"302","Josh Rosen","","","QB30","","","","299.0"
"303","Danny Amendola","","","WR108","","","","300.0"
"304","Doug Martin","","","RB88","","","","301.0"
"305","Chris Conley","SF","4","WR109","","","","306.0"
"306","Eli Manning","","","QB31","","","","307.0"
"307","Cameron Artis-Payne","","","RB89","","","","308.0"
"308","Ricky Seals-Jones","","","TE32","","","","309.0"
"309","Deon Cain","","","WR110","","","","311.0"
"310","Alfred Blue","","","RB90","","","","312.0"
"311","Taywan Taylor","","","WR111","","","","313.0"
"312","Ryan Fitzpatrick","","","QB32","","","","314.0"
"313","Hayden Hurst","LAC","12","TE33","","","","315.0"
"314","Isaac Zico","","","WR112","","","","316.0"
"315","Chad Beebe","","","WR113","","","","317.0"
"316","Alex Collins","","","RB91","","","","318.0"
"317","Geoff Swaim","","","TE34","","","","319.0"
"318","Devontae Booker","","","RB92","","","","320.0"
"319","Corey Clement","","","RB93","","","","321.0"
"320","","","","1","","","","322.0"
"321","Benjamin Watson","","","TE35","","","","323.0"
"322","New York Jets","DST","4","DST27","","","","324.0"
"323","Case Keenum","HOU","10","QB33","","","","325.0"
"324","Joe Flacco","IND","6 ","QB34","","","","326.0"
"325","James Develin ","","","RB94","","","","327.0"
"326","Blake Jarwin","","","TE36","","","","328.0"
"327","Brandon McManus","","","K22","","","","329.0"
"328","Spencer Ware","","","RB95","","","","330.0"
"329","Bilal Powell","","","RB96","","","","331.0"
"330","Kendrick Bourne","NE","10","WR114","","","","332.0"
"331","Zach Zenner","","","RB97","","","","333.0"
"332","Devin Gray","","","WR115","","","","334.0"
"333","Chris Hogan","","","WR116","","","","335.0"
"334","Jaron Brown","","","WR117","","","","336.0"
"335","Lucky Whitehead","","","WR118","","","","337.0"
"336","Jordan Thomas","","","TE37","","","","338.0"
"337","Phillip Dorsett II","DEN","10","WR119","","","","339.0"
"338","Daniel Jones","NYG","11","QB35","","","","340.0"
"339","Kyle Juszczyk","SF","4","RB98","","","","341.0"
"340","Michael Crabtree","","","WR120","","","","342.0"
"341","Cordarrelle Patterson","PIT","7","RB99","","","","343.0"
"342","Breshad Perriman","","","WR121","","","","344.0"
"343","Wendell Smallwood","","","RB100","","","","345.0"
"344","Laquon Treadwell","","","WR122","","","","346.0"
"345","Wayne Gallman Jr.","","","RB101","","","","347.0"
"346","Cameron Brate","","","TE38","","","","348.0"
"347","Alonzo Harris","","","RB102","","","","349.0"
"348","Chester Rogers ","","","WR123","","","","350.0"
"349","Joe Banyard","","","RB103","","","","351.0"
"350","Jordan Matthews","CAR","7","WR124","","","","352.0"
"351","Jarius Wright","","","WR125","","","","353.0"
"352","Keelan Cole Sr.","","","WR126","","","","354.0"
"353","Jesse James","","","TE39","","","","355.0"
"354","C.J. Uzomah","PHI","10","TE40","","","","356.0"
"355","Ryan Succop ","","","K23","","","","357.0"
"356","Seth Roberts","","","WR127","","","","358.0"
"357","Tajae Sharpe","","","WR128","","","","359.0"
"358","Isaiah McKenzie","NYG","11","WR129","","","","360.0"
"359","Drew Lock","NYG","11","QB36","","","","361.0"
"360","Randy Bullock","","","K24","","","","362.0"
"361","Kapri Bibbs","","","RB104","","","","363.0"
"362","Chris Matthews","","","WR130","","","","364.0"
"363","Jordan Wilkins","","","RB105","","","","365.0"
"364","Tim Patrick","DEN","10","WR131","","","","366.0"
"365","Miami Dolphins","DST","5","DST28","","","","367.0"
"366","Blake Bortles","","","QB37","","","","368.0"
"367","Zach Pascal","ARI","12","WR132","","","","369.0"
"368","Gunner Olszewski","NYG","11","WR133","","","","370.0"
"369","Joshua Dobbs","SF","4","QB38","","","","371.0"
"370","Nick Vannett","TEN","11","TE41","","","","372.0"
"371","Aldrick Robinson","","","WR134","","","","373.0"
"372","Ryan Tannehill","","","QB39","","","","374.0"
"373","Dri Archer","","","RB106","","","","375.0"
"374","C.J. Beathard","JAC","10","QB40","","","","376.0"
"375","Elliott","Fry","","K25","","","","377.0"
"376","Reggie Bonnafon","","","RB107","","","","378.0"
"377","Chris Ivory","","","RB108","","","","379.0"
"378","Will Dissly","LAC","12 ","TE42","","","","380.0"
"379","Alex Barnes","","","RB109","","","","381.0"
"380","LeGarrette Blount","","","RB110","","","","382.0"
"381","Jordan Scarlett","","","RB111","","","","383.0"
"382","Marshawn Lynch","","","RB112","","","","384.0"
"383","Jason Sanders","MIA","5","K26","","","","385.0"
"384","Jaydon Mickens","","","WR135","","","","386.0"
"385","Terry McLaurin","WAS","10","WR136","","","","387.0"
"386","Corey Acosta","","","K27","","","","388.0"
"387","Josh Lambo","","","K28","","","","389.0"
"388","Olamide Zaccheaus","WAS","10","WR137","","","","390.0"
"389","Hunter Sharp","","","WR138","","","","391.0"
"390","Jacob Dolegala","","","QB41","","","","392.0"
"391","Manasseh Garner","","","TE43","","","","393.0"
"392","Terrelle Pryor Sr.","","","WR139","","","","394.0"
"393","Connor Barth","","","K29","","","","395.0"
"394","Joey Slye","NE","10","K30","","","","396.0"
"395","Demetrius Harris","","","TE44","","","","397.0"
"396","Jordan Veasy","","","WR140","","","","398.0"
"397","Devonte Boyd","","","WR141","","","","399.0"
"398","Matt Bryant","","","K31","","","","400.0"
"399","Jake Kumerow","","","WR142","","","","401.0"
"400","Dustin Hopkins","CLE","7","K32","","","","402.0"
"401","DeAndre Carter","CHI","6","WR143","","","","403.0"
"402","Felton Davis","III","","WR144","","","","404.0"
"403","Robert Griffin","III","","QB42","","","","405.0"
"404","Paxton Lynch","","","QB43","","","","406.0"
"405","Daniel Carlson","LV","","K33","","","","407.0"
"406","Las Vegas Raiders","DST","","DST29","","","","408.0"
"407","Stephen Hauschka","","","K34","","","","409.0"
"408","DeAndre Washington","","","RB113","","","","410.0"
"409","Damion Willis","","","WR145","","","","411.0"
"410","Tim Tebow","","","TE45","","","","412.0"
"411","Russell Shepard","","","WR146","","","","413.0"
"412","Trace McSorley","","","QB44","","","","414.0"
"413","Greg Joseph","GB","11","K35","","","","415.0"
"414","Darius Slayton","NYG","11","WR147","","","","416.0"
"415","Ty Johnson","BUF","6","RB114","","","","417.0"
"416","Aaron Hernandez","","","TE46","","","","418.0"
"417","Tavon Austin","","","WR148","","","","419.0"
"418","Marlon Brown","","","WR149","","","","420.0"
"419","Zane Gonzalez","","","K36","","","","421.0"
"420","James 'Shaughnessy","O","","TE47","","","","422.0"
"421","Taysom Hill","NO","9","TE48","","","","423.0"
"422","Dawson Knox","BUF","6","TE49","","","","424.0"
"423","Jeff Heuerman","","","TE50","","","","425.0"
"424","Josh Hill","","","TE51","","","","426.0"
"425","Vernon Davis","","","TE52","","","","427.0"
"426","C.J. Prosise ","","","RB115","","","","428.0"
"427","Johnny Manziel","","","QB45","","","","429.0"
"428","Jakeem Grant Sr.","","","WR150","","","","430.0"
"429","Garrett Gilbert","","","QB46","","","","431.0"
"430","Trent Taylor","SF","4 ","WR151","","","","432.0"
"431","Mark Walton","","","RB116","","","","433.0"
"432","New York Giants","DST","11","DST30","","","","434.0"
"433","Darren Sproles ","","","RB117","","","","435.0"
"434","Mason Rudolph","TEN","11 ","QB47","","","","436.0"
"435","Josh liver","MIN","12 O","TE53","","","","437.0"
"436","Andre Ellington","","","RB118","","","","438.0"
"437","Mike Boone","CAR","7","RB119","","","","439.0"
"438","Tyrod Taylor","NYJ","4","QB48","","","","440.0"
"439","Will Grier","PHI","10","QB49","","","","441.0"
"440","De","","'Angelo Henderson Sr.","","","RB120","","","","442.0"
"441","Quadree Henderson","","","WR152","","","","443.0"
"442","Gary Jennings Jr. ","","","WR153","","","","444.0"
"443","Tampa Bay Buccaneers","DST","7","DST31","","","","445.0"
"444","AJ McCarron","","","QB50","","","","447.0"
"445","Kevin White","","","WR154","","","","448.0"
"446","Dontrelle Inman","","","WR155","","","","449.0"
"447","Cooper Rush","DAL","8","QB51","","","","450.0"
"448","Ryan Switzer","","","WR156","","","","451.0"
"449","Charles Clay","","","TE54","","","","452.0"
"450","Chris Moore","ARI","12","WR157","","","","453.0"
"451","Tyler Kroft","","","TE55","","","","454.0"
"452","Blaine Gabbert","","","QB52","","","","455.0"
"453","Jonnu Smith","MIA","5","TE56","","","","456.0"
"454","Justin Watson","KC","12","WR158","","","","457.0"
"455","Foster Moreau","NO","9","TE57","","","","458.0"
"456","Bryce Love","","","RB121","","","","459.0"
""
""
